ayet_url,arabic_ayet
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/35/28-ayet-tefsiri,"كَيْفَ تَكْفُرُونَ بِاللّٰهِ وَكُنْتُمْ اَمْوَاتاً فَاَحْيَاكُمْۚ ثُمَّ يُمٖيتُكُمْ ثُمَّ يُحْيٖيكُمْ ثُمَّ اِلَيْهِ تُرْجَعُونَ
                                                    ﴿٢٨﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/36/29-ayet-tefsiri,"هُوَ الَّذٖي خَلَقَ لَكُمْ مَا فِي الْاَرْضِ جَمٖيعاً ثُمَّ اسْتَوٰٓى اِلَى السَّمَٓاءِ فَسَوّٰيهُنَّ سَبْعَ سَمٰوَاتٍؕ وَهُوَ بِكُلِّ شَيْءٍ عَلٖيمٌࣖ
                                                    ﴿٢٩﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/37/30-ayet-tefsiri,"وَاِذْ قَالَ رَبُّكَ لِلْمَلٰٓئِكَةِ اِنّٖي جَاعِلٌ فِي الْاَرْضِ خَلٖيفَةًؕ قَالُٓوا اَتَجْعَلُ فٖيهَا مَنْ يُفْسِدُ فٖيهَا وَيَسْفِكُ الدِّمَٓاءَۚ وَنَحْنُ نُسَبِّحُ بِحَمْدِكَ وَنُقَدِّسُ لَكَؕ قَالَ اِنّٖٓي اَعْلَمُ مَا لَا تَعْلَمُونَ
                                                    ﴿٣٠﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/38/31-33-ayet-tefsiri,"وَعَلَّمَ اٰدَمَ الْاَسْمَٓاءَ كُلَّهَا ثُمَّ عَرَضَهُمْ عَلَى الْمَلٰٓئِكَةِ فَقَالَ اَنْبِؤُ۫نٖي بِاَسْمَٓاءِ هٰٓؤُ۬لَٓاءِ اِنْ كُنْتُمْ صَادِقٖينَ
                                                    ﴿٣١﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/38/31-33-ayet-tefsiri,"قَالُوا سُبْحَانَكَ لَا عِلْمَ لَنَٓا اِلَّا مَا عَلَّمْتَنَاؕ اِنَّكَ اَنْتَ الْعَلٖيمُ الْحَكٖيمُ
                                                    ﴿٣٢﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/38/31-33-ayet-tefsiri,"قَالَ يَٓا اٰدَمُ اَنْبِئْهُمْ بِاَسْمَٓائِهِمْۚ فَلَمَّٓا اَنْبَاَهُمْ بِاَسْمَٓائِهِمْۙ قَالَ اَلَمْ اَقُلْ لَكُمْ اِنّٖٓي اَعْلَمُ غَيْبَ السَّمٰوَاتِ وَالْاَرْضِ وَاَعْلَمُ مَا تُبْدُونَ وَمَا كُنْتُمْ تَكْتُمُونَ
                                                    ﴿٣٣﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/41/34-ayet-tefsiri,"وَاِذْ قُلْنَا لِلْمَلٰٓئِكَةِ اسْجُدُوا لِاٰدَمَ فَسَجَدُٓوا اِلَّٓا اِبْلٖيسَؕ اَبٰى وَاسْتَكْبَرَ وَكَانَ مِنَ الْكَافِرٖينَ
                                                    ﴿٣٤﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/42/35-ayet-tefsiri,"وَقُلْنَا يَٓا اٰدَمُ اسْكُنْ اَنْتَ وَزَوْجُكَ الْجَنَّةَ وَكُلَا مِنْهَا رَغَداً حَيْثُ شِئْتُمَاࣕ وَلَا تَقْرَبَا هٰذِهِ الشَّجَرَةَ فَتَكُونَا مِنَ الظَّالِمٖينَ
                                                    ﴿٣٥﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/43/36-39-ayet-tefsiri,"فَاَزَلَّهُمَا الشَّيْطَانُ عَنْهَا فَاَخْرَجَهُمَا مِمَّا كَانَا فٖيهِࣕ وَقُلْنَا اهْبِطُوا بَعْضُكُمْ لِبَعْضٍ عَدُوٌّۚ وَلَكُمْ فِي الْاَرْضِ مُسْتَقَرٌّ وَمَتَاعٌ اِلٰى حٖينٍ
                                                    ﴿٣٦﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/43/36-39-ayet-tefsiri,"فَتَلَقّٰٓى اٰدَمُ مِنْ رَبِّهٖ كَلِمَاتٍ فَتَابَ عَلَيْهِؕ اِنَّهُ هُوَ التَّوَّابُ الرَّحٖيمُ
                                                    ﴿٣٧﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/43/36-39-ayet-tefsiri,"قُلْنَا اهْبِطُوا مِنْهَا جَمٖيعاًۚ فَاِمَّا يَأْتِيَنَّكُمْ مِنّٖي هُدًى فَمَنْ تَبِعَ هُدَايَ فَلَا خَوْفٌ عَلَيْهِمْ وَلَا هُمْ يَحْزَنُونَ
                                                    ﴿٣٨﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/43/36-39-ayet-tefsiri,"وَالَّذٖينَ كَفَرُوا وَكَذَّبُوا بِاٰيَاتِنَٓا اُو۬لٰٓئِكَ اَصْحَابُ النَّارِۚ هُمْ فٖيهَا خَالِدُونَࣖ
                                                    ﴿٣٩﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/47/40-ayet-tefsiri,"يَا بَنٖٓي اِسْرَٓائٖلَ اذْكُرُوا نِعْمَتِيَ الَّتٖٓي اَنْعَمْتُ عَلَيْكُمْ وَاَوْفُوا بِعَهْدٖٓي اُو۫فِ بِعَهْدِكُمْ وَاِيَّايَ فَارْهَبُونِ
                                                    ﴿٤٠﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/48/41-ayet-tefsiri,"وَاٰمِنُوا بِمَٓا اَنْزَلْتُ مُصَدِّقاً لِمَا مَعَكُمْ وَلَا تَكُونُٓوا اَوَّلَ كَافِرٍ بِهٖࣕ وَلَا تَشْتَرُوا بِاٰيَاتٖي ثَمَناً قَلٖيلاًؗ وَاِيَّايَ فَاتَّقُونِ
                                                    ﴿٤١﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/49/42-43-ayet-tefsiri,"وَلَا تَلْبِسُوا الْحَقَّ بِالْبَاطِلِ وَتَكْتُمُوا الْحَقَّ وَاَنْتُمْ تَعْلَمُونَ
                                                    ﴿٤٢﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/49/42-43-ayet-tefsiri,"وَاَقٖيمُوا الصَّلٰوةَ وَاٰتُوا الزَّكٰوةَ وَارْكَعُوا مَعَ الرَّاكِعٖينَ
                                                    ﴿٤٣﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/51/44-ayet-tefsiri,"اَتَأْمُرُونَ النَّاسَ بِالْبِرِّ وَتَنْسَوْنَ اَنْفُسَكُمْ وَاَنْتُمْ تَتْلُونَ الْكِتَابَؕ اَفَلَا تَعْقِلُونَ
                                                    ﴿٤٤﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/52/45-46-ayet-tefsiri,"وَاسْتَعٖينُوا بِالصَّبْرِ وَالصَّلٰوةِؕ وَاِنَّهَا لَكَبٖيرَةٌ اِلَّا عَلَى الْخَاشِعٖينَۙ
                                                    ﴿٤٥﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/52/45-46-ayet-tefsiri,"اَلَّذٖينَ يَظُنُّونَ اَنَّهُمْ مُلَاقُوا رَبِّهِمْ وَاَنَّهُمْ اِلَيْهِ رَاجِعُونَࣖ
                                                    ﴿٤٦﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/54/47-ayet-tefsiri,"يَا بَنٖٓي اِسْرَٓائٖلَ اذْكُرُوا نِعْمَتِيَ الَّتٖٓي اَنْعَمْتُ عَلَيْكُمْ وَاَنّٖي فَضَّلْتُكُمْ عَلَى الْعَالَمٖينَ
                                                    ﴿٤٧﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/55/48-ayet-tefsiri,"وَاتَّقُوا يَوْماً لَا تَجْزٖي نَفْسٌ عَنْ نَفْسٍ شَيْـٔاً وَلَا يُقْبَلُ مِنْهَا شَفَاعَةٌ وَلَا يُؤْخَذُ مِنْهَا عَدْلٌ وَلَا هُمْ يُنْصَرُونَ
                                                    ﴿٤٨﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/56/49-59-ayet-tefsiri,"وَاِذْ نَجَّيْنَاكُمْ مِنْ اٰلِ فِرْعَوْنَ يَسُومُونَكُمْ سُٓوءَ الْعَذَابِ يُذَبِّحُونَ اَبْنَٓاءَكُمْ وَيَسْتَحْيُونَ نِسَٓاءَكُمْؕ وَفٖي ذٰلِكُمْ بَلَٓاءٌ مِنْ رَبِّكُمْ عَظٖيمٌ
                                                    ﴿٤٩﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/56/49-59-ayet-tefsiri,"وَاِذْ فَرَقْنَا بِكُمُ الْبَحْرَ فَاَنْجَيْنَاكُمْ وَاَغْرَقْـنَٓا اٰلَ فِرْعَوْنَ وَاَنْتُمْ تَنْظُرُونَ
                                                    ﴿٥٠﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/56/49-59-ayet-tefsiri,"وَاِذْ وٰعَدْنَا مُوسٰٓى اَرْبَعٖينَ لَيْلَةً ثُمَّ اتَّخَذْتُمُ الْعِجْلَ مِنْ بَعْدِهٖ وَاَنْتُمْ ظَالِمُونَ
                                                    ﴿٥١﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/56/49-59-ayet-tefsiri,"ثُمَّ عَفَوْنَا عَنْكُمْ مِنْ بَعْدِ ذٰلِكَ لَعَلَّكُمْ تَشْكُرُونَ
                                                    ﴿٥٢﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/56/49-59-ayet-tefsiri,"وَاِذْ اٰتَيْنَا مُوسَى الْكِتَابَ وَالْفُرْقَانَ لَعَلَّكُمْ تَهْتَدُونَ
                                                    ﴿٥٣﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/56/49-59-ayet-tefsiri,"وَاِذْ قَالَ مُوسٰى لِقَوْمِهٖ يَا قَوْمِ اِنَّكُمْ ظَلَمْتُمْ اَنْفُسَكُمْ بِاتِّخَاذِكُمُ الْعِجْلَ فَتُوبُٓوا اِلٰى بَارِئِكُمْ فَاقْتُلُٓوا اَنْفُسَكُمْؕ ذٰلِكُمْ خَيْرٌ لَكُمْ عِنْدَ بَارِئِكُمْؕ فَتَابَ عَلَيْكُمْؕ اِنَّهُ هُوَ التَّوَّابُ الرَّحٖيمُ
                                                    ﴿٥٤﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/56/49-59-ayet-tefsiri,"وَاِذْ قُلْتُمْ يَا مُوسٰى لَنْ نُؤْمِنَ لَكَ حَتّٰى نَرَى اللّٰهَ جَهْرَةً فَاَخَذَتْكُمُ الصَّاعِقَةُ وَاَنْتُمْ تَنْظُرُونَ
                                                    ﴿٥٥﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/56/49-59-ayet-tefsiri,"ثُمَّ بَعَثْنَاكُمْ مِنْ بَعْدِ مَوْتِكُمْ لَعَلَّكُمْ تَشْكُرُونَ
                                                    ﴿٥٦﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/56/49-59-ayet-tefsiri,"وَظَلَّلْنَا عَلَيْكُمُ الْغَمَامَ وَاَنْزَلْنَا عَلَيْكُمُ الْمَنَّ وَالسَّلْوٰىؕ كُلُوا مِنْ طَيِّبَاتِ مَا رَزَقْنَاكُمْؕ وَمَا ظَلَمُونَا وَلٰكِنْ كَانُٓوا اَنْفُسَهُمْ يَظْلِمُونَ
                                                    ﴿٥٧﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/56/49-59-ayet-tefsiri,"وَاِذْ قُلْنَا ادْخُلُوا هٰذِهِ الْقَرْيَةَ فَكُلُوا مِنْهَا حَيْثُ شِئْتُمْ رَغَداً وَادْخُلُوا الْبَابَ سُجَّداً وَقُولُوا حِطَّةٌ نَغْفِرْ لَكُمْ خَطَايَاكُمْؕ وَسَنَزٖيدُ الْمُحْسِنٖينَ
                                                    ﴿٥٨﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/56/49-59-ayet-tefsiri,"فَبَدَّلَ الَّذٖينَ ظَلَمُوا قَوْلاً غَيْرَ الَّذٖي قٖيلَ لَهُمْ فَاَنْزَلْنَا عَلَى الَّذٖينَ ظَلَمُوا رِجْزاً مِنَ السَّمَٓاءِ بِمَا كَانُوا يَفْسُقُونَࣖ
                                                    ﴿٥٩﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/67/60-ayet-tefsiri,"وَاِذِ اسْتَسْقٰى مُوسٰى لِقَوْمِهٖ فَقُلْنَا اضْرِبْ بِعَصَاكَ الْحَجَرَؕ فَانْفَجَرَتْ مِنْهُ اثْنَتَا عَشْرَةَ عَيْناًؕ قَدْ عَلِمَ كُلُّ اُنَاسٍ مَشْرَبَهُمْؕ كُلُوا وَاشْرَبُوا مِنْ رِزْقِ اللّٰهِ وَلَا تَعْثَوْا فِي الْاَرْضِ مُفْسِدٖينَ
                                                    ﴿٦٠﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/68/61-ayet-tefsiri,"وَاِذْ قُلْتُمْ يَا مُوسٰى لَنْ نَصْبِرَ عَلٰى طَعَامٍ وَاحِدٍ فَادْعُ لَنَا رَبَّكَ يُخْرِجْ لَنَا مِمَّا تُنْبِتُ الْاَرْضُ مِنْ بَقْلِهَا وَقِثَّٓائِهَا وَفُومِهَا وَعَدَسِهَا وَبَصَلِهَاؕ قَالَ اَتَسْتَبْدِلُونَ الَّذٖي هُوَ اَدْنٰى بِالَّذٖي هُوَ خَيْرٌؕ اِهْبِطُوا مِصْراً فَاِنَّ لَكُمْ مَا سَاَلْتُمْؕ وَضُرِبَتْ عَلَيْهِمُ الذِّلَّةُ وَالْمَسْكَنَةُ وَبَٓاؤُ۫ بِغَضَبٍ مِنَ اللّٰهِؕ ذٰلِكَ بِاَنَّهُمْ كَانُوا يَكْفُرُونَ بِاٰيَاتِ اللّٰهِ وَيَقْتُلُونَ النَّبِيّٖنَ بِغَيْرِ الْحَقِّؕ ذٰلِكَ بِمَا عَصَوْا وَكَانُوا يَعْتَدُونَࣖ
                                                    ﴿٦١﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/69/62-ayet-tefsiri,"اِنَّ الَّذٖينَ اٰمَنُوا وَالَّذٖينَ هَادُوا وَالنَّصَارٰى وَالصَّابِـٖٔينَ مَنْ اٰمَنَ بِاللّٰهِ وَالْيَوْمِ الْاٰخِرِ وَعَمِلَ صَالِحاً فَلَهُمْ اَجْرُهُمْ عِنْدَ رَبِّهِمْࣕ وَلَا خَوْفٌ عَلَيْهِمْ وَلَا هُمْ يَحْزَنُونَ
                                                    ﴿٦٢﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/70/63-64-ayet-tefsiri,"وَاِذْ اَخَذْنَا مٖيثَاقَكُمْ وَرَفَعْنَا فَوْقَكُمُ الطُّورَؕ خُذُوا مَٓا اٰتَيْنَاكُمْ بِقُوَّةٍ وَاذْكُرُوا مَا فٖيهِ لَعَلَّكُمْ تَتَّقُونَ
                                                    ﴿٦٣﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/70/63-64-ayet-tefsiri,"ثُمَّ تَوَلَّيْتُمْ مِنْ بَعْدِ ذٰلِكَۚ فَلَوْلَا فَضْلُ اللّٰهِ عَلَيْكُمْ وَرَحْمَتُهُ لَكُنْتُمْ مِنَ الْخَاسِرٖينَ
                                                    ﴿٦٤﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/72/65-66-ayet-tefsiri,"وَلَقَدْ عَلِمْتُمُ الَّذٖينَ اعْتَدَوْا مِنْكُمْ فِي السَّبْتِ فَقُلْنَا لَهُمْ كُونُوا قِرَدَةً خَاسِـٖٔينَۚ
                                                    ﴿٦٥﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/72/65-66-ayet-tefsiri,"فَجَعَلْنَاهَا نَكَالاً لِمَا بَيْنَ يَدَيْهَا وَمَا خَلْفَهَا وَمَوْعِظَةً لِلْمُتَّقٖينَ
                                                    ﴿٦٦﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/74/67-73-ayet-tefsiri,"وَاِذْ قَالَ مُوسٰى لِقَوْمِهٖٓ اِنَّ اللّٰهَ يَأْمُرُكُمْ اَنْ تَذْبَحُوا بَقَرَةًؕ قَالُٓوا اَتَتَّخِذُنَا هُزُواًؕ قَالَ اَعُوذُ بِاللّٰهِ اَنْ اَكُونَ مِنَ الْجَاهِلٖينَ
                                                    ﴿٦٧﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/74/67-73-ayet-tefsiri,"قَالُوا ادْعُ لَنَا رَبَّكَ يُبَيِّنْ لَنَا مَا هِيَؕ قَالَ اِنَّهُ يَقُولُ اِنَّهَا بَقَرَةٌ لَا فَارِضٌ وَلَا بِكْرٌؕ عَوَانٌ بَيْنَ ذٰلِكَؕ فَافْعَلُوا مَا تُؤْمَرُونَ
                                                    ﴿٦٨﴾"
