ayet_url,ayet,meal
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/32/25-ayet-tefsiri,"وَبَشِّرِ الَّذٖينَ اٰمَنُوا وَعَمِلُوا الصَّالِحَاتِ اَنَّ لَهُمْ جَنَّاتٍ تَجْرٖي مِنْ تَحْتِهَا الْاَنْهَارُؕ كُلَّمَا رُزِقُوا مِنْهَا مِنْ ثَمَرَةٍ رِزْقاًۙ قَالُوا هٰذَا الَّذٖي رُزِقْنَا مِنْ قَبْلُ وَاُتُوا بِهٖ مُتَشَابِهاًؕ وَلَهُمْ فٖيهَٓا اَزْوَاجٌ مُطَهَّرَةٌ وَهُمْ فٖيهَا خَالِدُونَ
                                                    ﴿٢٥﴾","﴾25﴿

İman eden ve iyi işler yapanlara, kendileri için zemininden ırmaklar akan cennetler bulunduğu müjdesini ver. Onlara cennetteki meyvelerden biri rızık olarak her sunulduğunda, “Bu daha önce de bize rızık olarak verilendir” derler. O kendilerine, benzer şekilde verilmiştir. Ayrıca orada kendileri için tertemiz eşler de vardır ve orada onlar sonsuza kadar kalıcıdırlar."
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/33/26-ayet-tefsiri,"اِنَّ اللّٰهَ لَا يَسْتَحْـيٖٓ اَنْ يَضْرِبَ مَثَلاً مَا بَعُوضَةً فَمَا فَوْقَهَاؕ فَاَمَّا الَّذٖينَ اٰمَنُوا فَيَعْلَمُونَ اَنَّهُ الْحَقُّ مِنْ رَبِّهِمْۚ وَاَمَّا الَّذٖينَ كَفَرُوا فَيَقُولُونَ مَاذَٓا اَرَادَ اللّٰهُ بِهٰذَا مَثَلاًۘ يُضِلُّ بِهٖ كَثٖيراً وَيَهْدٖي بِهٖ كَثٖيراًؕ وَمَا يُضِلُّ بِهٖٓ اِلَّا الْفَاسِقٖينَۙ
                                                    ﴿٢٦﴾","﴾26﴿

Şüphe yok ki, Allah herhangi bir şeyi, bir sivrisineği, hatta onun da ötesindekini misal vermekten utanıp çekinmez. Bunun karşısında iman edenler onun, Allah’tan gelen gerçek olduğunu bilirler, inkâr edenler ise “Allah misal olarak bununla neyi kastediyor?” derler. Allah birçok kimseyi onunla saptırır, birçok kimseyi de onunla doğru yola iletir; onunla başkalarını değil, ancak emrine karşı gelenleri saptırır."
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/34/27-ayet-tefsiri,"اَلَّذٖينَ يَنْقُضُونَ عَهْدَ اللّٰهِ مِنْ بَعْدِ مٖيثَاقِهٖࣕ وَيَقْطَعُونَ مَٓا اَمَرَ اللّٰهُ بِهٖٓ اَنْ يُوصَلَ وَيُفْسِدُونَ فِي الْاَرْضِؕ اُو۬لٰٓئِكَ هُمُ الْخَاسِرُونَ
                                                    ﴿٢٧﴾","﴾27﴿

Onlar ki, iyice pekiştirdikten sonra da Allah’a verdikleri sözden dönerler, Allah’ın birleştirilmesini emrettiğini ayırırlar, yeryüzünde fesat çıkarırlar; işte sonunda zararlı çıkacak olanlar da yalnız bunlardır."
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/35/28-ayet-tefsiri,"كَيْفَ تَكْفُرُونَ بِاللّٰهِ وَكُنْتُمْ اَمْوَاتاً فَاَحْيَاكُمْۚ ثُمَّ يُمٖيتُكُمْ ثُمَّ يُحْيٖيكُمْ ثُمَّ اِلَيْهِ تُرْجَعُونَ
                                                    ﴿٢٨﴾","﴾28﴿

Sizler cansız iken size O hayat verdiği halde Allah’ı nasıl inkâr edebiliyorsunuz? Sonra sizi öldürecek, sonra diriltecek, sonra O’na götürüleceksiniz."
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/36/29-ayet-tefsiri,"هُوَ الَّذٖي خَلَقَ لَكُمْ مَا فِي الْاَرْضِ جَمٖيعاً ثُمَّ اسْتَوٰٓى اِلَى السَّمَٓاءِ فَسَوّٰيهُنَّ سَبْعَ سَمٰوَاتٍؕ وَهُوَ بِكُلِّ شَيْءٍ عَلٖيمٌࣖ
                                                    ﴿٢٩﴾","﴾29﴿

Yeryüzünde ne varsa tamamını sizin için yaratan, sonra göğe yönelerek onları, yedi gök olarak tamamlayıp düzene koyan O’dur ve O, her şeyi hakkıyla bilmektedir."
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/37/30-ayet-tefsiri,"وَاِذْ قَالَ رَبُّكَ لِلْمَلٰٓئِكَةِ اِنّٖي جَاعِلٌ فِي الْاَرْضِ خَلٖيفَةًؕ قَالُٓوا اَتَجْعَلُ فٖيهَا مَنْ يُفْسِدُ فٖيهَا وَيَسْفِكُ الدِّمَٓاءَۚ وَنَحْنُ نُسَبِّحُ بِحَمْدِكَ وَنُقَدِّسُ لَكَؕ قَالَ اِنّٖٓي اَعْلَمُ مَا لَا تَعْلَمُونَ
                                                    ﴿٣٠﴾","﴾30﴿

Hani rabbin meleklere, “Ben yeryüzünde bir halife yaratacağım” demişti. Onlar, “Biz seni övgü ile tesbih ederken ve senin kutsallığını dile getirip dururken orada fesat çıkaracak ve kan dökecek birini mi yaratacaksın?” dediler. Allah “Şüphe yok ki, ben sizin bilmediklerinizi bilirim” buyurdu."
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/38/31-33-ayet-tefsiri,"وَعَلَّمَ اٰدَمَ الْاَسْمَٓاءَ كُلَّهَا ثُمَّ عَرَضَهُمْ عَلَى الْمَلٰٓئِكَةِ فَقَالَ اَنْبِؤُ۫نٖي بِاَسْمَٓاءِ هٰٓؤُ۬لَٓاءِ اِنْ كُنْتُمْ صَادِقٖينَ
                                                    ﴿٣١﴾


                                                    قَالُوا سُبْحَانَكَ لَا عِلْمَ لَنَٓا اِلَّا مَا عَلَّمْتَنَاؕ اِنَّكَ اَنْتَ الْعَلٖيمُ الْحَكٖيمُ
                                                    ﴿٣٢﴾


                                                    قَالَ يَٓا اٰدَمُ اَنْبِئْهُمْ بِاَسْمَٓائِهِمْۚ فَلَمَّٓا اَنْبَاَهُمْ بِاَسْمَٓائِهِمْۙ قَالَ اَلَمْ اَقُلْ لَكُمْ اِنّٖٓي اَعْلَمُ غَيْبَ السَّمٰوَاتِ وَالْاَرْضِ وَاَعْلَمُ مَا تُبْدُونَ وَمَا كُنْتُمْ تَكْتُمُونَ
                                                    ﴿٣٣﴾","﴾31﴿

Ve Âdem’e bütün isimleri öğretti. Sonra bunları meleklere gösterip “Sözünüzde doğru iseniz şunların isimlerini bana söyleyin” dedi.                                        
 ﴾32﴿

“Seni tenzih ederiz! Bize öğrettiğinden başka hiçbir bilgimiz yoktur. En kâmil ilim ve hikmet sahibi şüphesiz sensin” cevabını verdiler.                                        
 ﴾33﴿

“Ey Âdem! Bunların isimlerini onlara bildir” dedi. Onlara bunların isimlerini bildirince de “Size ben göklerin ve yerin gizlisini kesinlikle bilirim; yine sizin açıkladığınızı da gizlediğinizi de bilirim demedim mi!” buyurdu."
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/41/34-ayet-tefsiri,"وَاِذْ قُلْنَا لِلْمَلٰٓئِكَةِ اسْجُدُوا لِاٰدَمَ فَسَجَدُٓوا اِلَّٓا اِبْلٖيسَؕ اَبٰى وَاسْتَكْبَرَ وَكَانَ مِنَ الْكَافِرٖينَ
                                                    ﴿٣٤﴾","﴾34﴿

Meleklere, “Âdem’e secde edin” dediğimizde İblîs dışındakiler derhal secde ettiler; o direndi, büyüklendi ve kâfirlerden oldu."
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/42/35-ayet-tefsiri,"وَقُلْنَا يَٓا اٰدَمُ اسْكُنْ اَنْتَ وَزَوْجُكَ الْجَنَّةَ وَكُلَا مِنْهَا رَغَداً حَيْثُ شِئْتُمَاࣕ وَلَا تَقْرَبَا هٰذِهِ الشَّجَرَةَ فَتَكُونَا مِنَ الظَّالِمٖينَ
                                                    ﴿٣٥﴾","﴾35﴿

“Ey Âdem! Sen ve eşin cennette oturun, orada istediğiniz yerden rahatça yiyip için ve şu ağaca yaklaşmayın; yoksa zalimlerden olursunuz” dedik."
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/43/36-39-ayet-tefsiri,"فَاَزَلَّهُمَا الشَّيْطَانُ عَنْهَا فَاَخْرَجَهُمَا مِمَّا كَانَا فٖيهِࣕ وَقُلْنَا اهْبِطُوا بَعْضُكُمْ لِبَعْضٍ عَدُوٌّۚ وَلَكُمْ فِي الْاَرْضِ مُسْتَقَرٌّ وَمَتَاعٌ اِلٰى حٖينٍ
                                                    ﴿٣٦﴾


                                                    فَتَلَقّٰٓى اٰدَمُ مِنْ رَبِّهٖ كَلِمَاتٍ فَتَابَ عَلَيْهِؕ اِنَّهُ هُوَ التَّوَّابُ الرَّحٖيمُ
                                                    ﴿٣٧﴾


                                                    قُلْنَا اهْبِطُوا مِنْهَا جَمٖيعاًۚ فَاِمَّا يَأْتِيَنَّكُمْ مِنّٖي هُدًى فَمَنْ تَبِعَ هُدَايَ فَلَا خَوْفٌ عَلَيْهِمْ وَلَا هُمْ يَحْزَنُونَ
                                                    ﴿٣٨﴾


                                                    وَالَّذٖينَ كَفَرُوا وَكَذَّبُوا بِاٰيَاتِنَٓا اُو۬لٰٓئِكَ اَصْحَابُ النَّارِۚ هُمْ فٖيهَا خَالِدُونَࣖ
                                                    ﴿٣٩﴾","﴾36﴿

Şeytan oradan onların ayağını kaydırdı da bulundukları yerden onları çıkardı. Biz de “Birbirinize düşman olmak üzere inin! Bir zamana kadar sizin için yeryüzünde kalacak bir yer ve ihtiyaç maddeleri vardır” dedik.                                        
 ﴾37﴿

Bunun üzerine Âdem rabbinden bazı kelimeler aldı (bunlarla tövbe etti); rabbi de onun tövbesini kabul buyurdu. Şüphesiz O, tövbeleri kabul buyuran ve rahmeti sınırsız olandır.                                        
 ﴾38﴿

Onlara şöyle dedik: “Oradan hepiniz inin! Benden size muhakkak bir rehber gelecektir.” Kim benim gönderdiğim rehbere uyarsa artık onlara ne korku vardır ne de üzüleceklerdir.                                        
 ﴾39﴿

İnkâr eden ve âyetlerimizi yalan sayanlara gelince onlar cehennemliklerdir ve orada devamlı kalıcıdırlar."
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/47/40-ayet-tefsiri,"يَا بَنٖٓي اِسْرَٓائٖلَ اذْكُرُوا نِعْمَتِيَ الَّتٖٓي اَنْعَمْتُ عَلَيْكُمْ وَاَوْفُوا بِعَهْدٖٓي اُو۫فِ بِعَهْدِكُمْ وَاِيَّايَ فَارْهَبُونِ
                                                    ﴿٤٠﴾","﴾40﴿

Ey İsrâiloğulları! Size verdiğim nimetimi hatırlayın, bana verdiğiniz sözü yerine getirin ki ben de size vaad ettiklerimi vereyim. Asıl bana itaatsizlikten sakının."
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/48/41-ayet-tefsiri,"وَاٰمِنُوا بِمَٓا اَنْزَلْتُ مُصَدِّقاً لِمَا مَعَكُمْ وَلَا تَكُونُٓوا اَوَّلَ كَافِرٍ بِهٖࣕ وَلَا تَشْتَرُوا بِاٰيَاتٖي ثَمَناً قَلٖيلاًؗ وَاِيَّايَ فَاتَّقُونِ
                                                    ﴿٤١﴾","﴾41﴿

Elinizdekini (Tevrat) tasdik edici olarak indirdiğime (Kur’an) iman edin; sakın onu inkâr edenlerin ilki olmayın! Âyetlerimi az bir karşılığa satmayın. Yalnız benden korkun."
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/49/42-43-ayet-tefsiri,"وَلَا تَلْبِسُوا الْحَقَّ بِالْبَاطِلِ وَتَكْتُمُوا الْحَقَّ وَاَنْتُمْ تَعْلَمُونَ
                                                    ﴿٤٢﴾


                                                    وَاَقٖيمُوا الصَّلٰوةَ وَاٰتُوا الزَّكٰوةَ وَارْكَعُوا مَعَ الرَّاكِعٖينَ
                                                    ﴿٤٣﴾","﴾42﴿

Bilerek hakkı bâtıl ile karıştırmayın, hakkı gizlemeyin.                                        
 ﴾43﴿

Namazı kılın, zekâtı verin, rükû edenlerle beraber rükû edin."
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/51/44-ayet-tefsiri,"اَتَأْمُرُونَ النَّاسَ بِالْبِرِّ وَتَنْسَوْنَ اَنْفُسَكُمْ وَاَنْتُمْ تَتْلُونَ الْكِتَابَؕ اَفَلَا تَعْقِلُونَ
                                                    ﴿٤٤﴾","﴾44﴿

Sizler kitabı okuduğunuz halde insanlara iyiliği emredip kendinizi unutuyor musunuz? Aklınızı kullanmıyor musunuz?"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/52/45-46-ayet-tefsiri,"وَاسْتَعٖينُوا بِالصَّبْرِ وَالصَّلٰوةِؕ وَاِنَّهَا لَكَبٖيرَةٌ اِلَّا عَلَى الْخَاشِعٖينَۙ
                                                    ﴿٤٥﴾


                                                    اَلَّذٖينَ يَظُنُّونَ اَنَّهُمْ مُلَاقُوا رَبِّهِمْ وَاَنَّهُمْ اِلَيْهِ رَاجِعُونَࣖ
                                                    ﴿٤٦﴾","﴾45﴿

Sabır ve namazla Allah’tan yardım isteyin. Şüphesiz bunlar, Allah’a huşû ile boyun eğenlerden başkasına ağır gelir.                                        
 ﴾46﴿

Onlar kesinlikle rablerine kavuşacaklarını ve O’na döneceklerini bilen kimselerdir."
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/54/47-ayet-tefsiri,"يَا بَنٖٓي اِسْرَٓائٖلَ اذْكُرُوا نِعْمَتِيَ الَّتٖٓي اَنْعَمْتُ عَلَيْكُمْ وَاَنّٖي فَضَّلْتُكُمْ عَلَى الْعَالَمٖينَ
                                                    ﴿٤٧﴾","﴾47﴿

Ey İsrâiloğulları! Size verdiğim nimetimi ve sizi diğer topluluklara üstün kıldığımı hatırlayın."
